kh-qx4ncshwrucb5_7amka	Chuck Norris is the only known mammal in history to have an opposable thumb. On his penis.
BaixKcZdQYCJrBUtLZSPuA	When Chuck Norris walks up to you, then without a word turns around, bends over, and strikes a match between his legs, know that you are about to die the most unbelievably awesome death possible.
51YtucrPTo6moA3Q6N6Gbw	Chuck Norris beleives in downsizing government! That's why he once roundhouse kicked the Octagon. Today, its known as the Pentagon.
IhnjAUC8QMCEnqyyvbXy9A	In 3rd grade , Chuck Norris wrote tthat 1+1=4 , and was instantly promoted to 8th grade.
riYUPZJESr2A76kQQ8pGPw	The Terminator has a Chuck Norris tattoo.
W5WT3AuUS8uI_S0yaOcaFQ	Miss America took Chuck Norris to his Senior Prom.
v-oznknhRNyPAsmONo-7YA	When a waiter asks Chuck Norris what he wants to drink, he responds with a roundhouse kick to the face and collecting the waiter's tears in a glass. He drinks them and then tells the waiter for ice next time.
vn0LJRiMTIC73GlwXviPfg	Chuck Norris doesn't get hangovers. He just gets pissed.
BH1-iaGqTtiXDLhVc3ePvA	Remember the Soviet Union? They decided to quit after watching a DeltaForce marathon on Satellite TV.
I7WL0lUFRaWXaKBhCUYkMg	One of the most notorious and highly sought-after unreleased albums ever made was the legendary collaboration between Chuck Norris and Michael Jackson, 'Moonwalker: Texas Ranger'.
Ki2cRkWER1mmAbYdvEm_wA	Chuck Norris can roundhouse kick your skeleton out of your body and wear your skin as a costume just before he goes on his daily five o'clock killing spree.
z8R0Ea6AT1yVz0WPLPg3Ng	Chuck Norris thinks anyone who says that violence never solved anything is probably a pussy and causing problems
zigsi5h1tx2ddexbqjarsw	The truth will set you free. Unless Chuck Norris has you, in which case, forget it buddy!
gjKYoKr-Tp-uoqk0zSC5Rw	Chuck Norris can whistle in sign language.
Uv3x-sj4SNidE21RPhzMjg	Chuck norris fly fishes for whales.
K-un3FVvQDeNqsuxNuyrRA	Chuck Norris once sniped 20 people with one round. Luckily he forgot the gun
iywomshmseclnkt0vzahfq	182,000 Americans die from Chuck Norris-related accidents every year.
Ly2mSYiNTNupJOIzplDbXw	Chuck Norris was recently bitten by a vampire. After a couple drops of Chucks blood, the vampire screamed and burst into flames.
EHHTPK6tSqmx7uLbuGCTgA	Chuck Norris went back in time, to show himself how to go back in time in case he ever needed to go back in time
cNMXS5eqReyXCC7cV7P5kQ	The universe is always expanding at a faster and faster rate, that's because it's running away Chuck Norris.
8NxvJUm1QWKexcThIY1nCw	Chuck Norris can break iron with bubbles
gqdQN9BvS1ixP6QuQJNPSQ	Chuck Norris can bake a turkey, a ham and 3 pumpkin pies, all at once inside an easy-bake oven
4DX5CwAkR3Ch0kOp0p9CnQ	A greastest achvement that you can get is when you go down niagara falls in a wodden barrole, Chuck Norris can go UP niagara falls in a cardboard box.
ZLI7IK55SIewYjU9dpclgQ	Chuck Norris can text using his walkie talkie and without batteries.
s_4oBADAQSiyw_zwS4g3BA	For Chuck Norris, post-coitus and post-mortem mean the same damn thing.
-9mvGCWxTu69iwoaLblDMA	Chuck Norris can dehydrate water.
yS4xao0rS_eU8zuN6RsIxw	Chuck norris doesnt use the force he is the force
IgHCdp1uTZyVW-QMe4-AvA	ive heard that Chuck Norris can appear and kill anyone before they can say anything negative about him whatsoever, but even i have a hard time believing that, i mean, not even Chuck Norris could....
RalB-6n3SaqtlJItW6acpA	Mario & Luigi are the result of Chuck Norris cutting Don Corleone in half with an atomic wedgy.
6eZxT4n6SRqRdCI7Z1Sfyw	Every episode of Fear Factor is based off what Chuck Norris did last weekend.
FbfEh6R0S5-nqzkVWi4F8g	When Chuck Norris opened his mouth he made dodo birds extinct.
apPDL4-RTwyvpFasdMH-9A	Only a very few people are capable of water skiing on thier barefeet. Chuck Norris can water ski on his bare face.
qXeiAssoTX6I4PHK_SMlZQ	Chuck Norris doesn't name his kids, he numbers them.
iJNkglqPSR-7zqr3z8v1zg	The closest Chuck Norris ever came to experiencing impotence was when he walked within 100 feet of a sexual dysfunction clinic.
Ye_jfZytQ7aWbVN2kM3Gtg	Chuck Norris can cut someone in half.....by just looking at you.
wrL_bWmWSiO2SNnt1_Uqog	Chuck Norris has five children whose names are: - Van Damme - Arnold Schwarzenegger - Clint Eastwood - Steven Seagal - Joe Pesci
TLLE6KE7QpiGRNDKizbCKw	Chuck Norris can ace a test by writing "Violence" for every answer, because violence is the answer.
VpBSnj_dRWOR8Hz_clGQAg	The only vegetable Chuck Norris ever ate was Christopher Reeve.
XY0pT0BWRx2NuAUzvZXf2w	Chuck Norris once rolled a 13 at the craps table.
hBXQo2u2Sxq-FQewzmJ17w	Chuck Norris humps camels, shags carpets and bones China.
qbla0NVdRBepL7zHGobFVQ	Chuck Norris can shoot you without a gun...
7RfU69UtTEiLflwPeQ5gLQ	Ice Cream Is To Afraid To Melt If Chuck Norris Is Eating It.
6tKoNz8eSban8efkdnKJrQ	Chuck Norris once went through a McDonald's drive-thru in his Harrier jet. He then came back and flattened it with rockets when he realized they forgot the fries.
lp0gi2nmTXiEi0S-WUWT4Q	Chuck Norris is FAR too sexy for Right Said Fred.
CQO24vxMQpC8zKk-TDUb6A	Chuck Norris turned down the lead role in the movie "Crank" ...said it made him look weak
dbF58gtoTDm4ChJdHtILLQ	Chuck Norris CAN eat just one Lay's potato chip
dJ0xg3GcTxy_WcEqFdrQRg	Chuck Norris can "Think Outside the Bun" at Burger King.
M6a7PqKuTNeO0tGKMkmlJg	Chuck Norris' balls make cold water shrink.
3eudvPgFQX2dYCuOIUtFpA	After consuming four gallons of Captain Morgan Rum Chuck Norris was pulled over and ask to perform a field sobriety test. He did so while standing with (L)boot on empty 1/2 gal(R)boot touching bearded ass,head tilted back,fingers touching flaming nostrils and saying the alphabet back words in 23 foregin languages...while being taserd.
cmVMXl8HQvqeSAZyGOOrLw	Darth Vader once tried to choke Chuck Norris but he won't be trying it again.
dkauV66LRmWo-ZeTRXe1nw	Chuck Norris can literally hand you your ass in a handbag. And then pull it out and kick it up between your ears.
QHx5U_sdTpCpbf4yO59miA	Once, while dining in a fancy New York restaurant, Chuck Norris discovered a fly in his soup. There were no survivors.
wjaKvUsRSR2NEq6QAEhHsg	Chuck Norris killed a fat guy with a poisened candy bar. and yes u r stupid for not thinking of that.
NOkg7NxORdynCS1y3UWXPw	Chuck Norris wins NASCAR races with all right turns.
UZCebIJnTL6AapNbWjiwhg	Tiger Woods is the Chuck Norris of golf.
2mMtMv0NTWaRikTTIotRHA	When Chuck Norris sneezes the rest of the world has 1/16th of an orgasm.
F_VK2CmlSyKpyMX2XXdgWg	Women who think about having sex with Chuck Norris develope Blue Waffle Disease.
nOA287_rSOSyIXjc9qRQew	Mother Nature and Father Time came together and made Chuck Norris, But his name wasn`t always Chuck norris because it`s latin for I WILL KICK YOUR ASS.
-2hHqKIuRhyRISXgnOqEpA	Once, while tooling around in his Delorean, Chuck Norris accidentally went 4.5 billion years into the past. Before returning to the present, he hocked a wad of phlegm out the window. And that is how all life on earth began.
hq2NogMcQwae7Xf9sG5jTg	When Chuck Norris pours milk on his rice cripsies they shut the fuck up!!!
2PH1IP5STIu58HuX9CfC_A	Chuck Norris created Snooki by punching an Oompa Loompa in the face.
2M1D7LINSIGMCF3X8yh0KA	Jesus walks on water, Chuck Norris walks on Jesus.
na2uVaI3STOMbjGFwNcYxQ	christopher reeves is the only person to survive a Chuck Norris attack
jMybWOXcTsSmugD1ra-Ujg	Chuck Norris invented pain so that he could torture people.
PgeXbL3TSCq5TXi5OTlRCw	When Chuck Norris gives you the finger, he's telling you how many seconds you have left to live.
gusqVaYoSMKnJ3KKzca3GQ	Chuck Norris doesn't pay attention, attention pays Chuck Norris.
QdEiyY4LRoqQtxdsYcuJUA	When Chuck Norris slaps your ass, you instantly have multiple orgasms.
Xnt8KedKQ4uUFhVdsZBcvA	Chuck Norris doesn't do pushups- Chuck Norris pushes the earth down!
r2rw_hduqoie8vdwnzgqaq	What was going through the minds of all of Chuck Norris' victims before they died? His shoe.
rFernCS1SIm7V81bPoZdNw	Chuck Norris can talk about Fight Club.
MV-_Ar6iScaXoF_60t23mw	Chuck Norris once lighted his fart and sent himself propelling to Neptune for an interplanetary excursion.
Gu70MzQHRWCehv5imyzyPg	Chuck Norris' bedroom has leather walls.
vHAlvCD5RIm-Z09QlbJqdQ	Chuck Norris once scored 8000 in a bowling game by using his own balls.
lyxI8DpLRS2uN-5tzvkg3Q	Chuck Norris will beat you with his nunchucks. Chuck Norris will roundhouse kick you with his Chuck Taylors. Chuck Norris will feed you to the woodchucks. Don't fuck with Chuck!!1
JMzJyv5PT8CmdC2b8QvyOQ	Chuck Norris' organ donor card also includes his beard.
SeCMmrO6SyacTp58ni71lw	Chuck Norris does not brush his teeth with a toothbrush and toothpaste. instead, he uses steel wool and hydrochloric acid.
3cWICEiqS_Kjk4k3Sq5aRQ	Chuck Norris makes Saudia Arabia sell him gasoline for 3 cents per gallon. Then at the end of each month they rebate him at the rate of $100 per gallon purchased.
655uyfEfSFWlqJkmlcp2Xg	Electronic microscope pictures of the Y chromosome are just tiny photos of Chuck Norris
kudfbz0dtlw83676r_cmea	Chuck Norris drives an ice cream truck covered in human skulls.
pkULn6xzSOCkzsDYJrYHSg	Chuck Norris once cast his fishing line into the Bearing Sea and caught a 176 lb halibut from his patio lawn chair in southern Oklahoma.
_qmoCVe-SMizHuxF7H-DKQ	Chuck Norris uses Spiderman as a hammock.
9vqrfnk0qhoainqtrwgg4w	He who lives by the sword, dies by the sword. He who lives by Chuck Norris, dies by the roundhouse kick.
XTeoZh0WSCC17NF9sjQYOA	Only Chuck Norris knows the truth about Extraterrestial life, God told him, but God also told them about Chuck which is why we never see them.
5pwwsO3rRASISZD0R1D0-w	Chuck Norris can do burnouts in a U-boat.
DciuboTEQxqEaVG0Qd2T2w	Chuck Norris flashes the peace sign a lot because it's the easiest way to go for the eyes.
8YhOu9pvQBGSsAeYto28ZQ	when Chuck Norris says &#8220;i'm cold.&#8221; the whole world goes &#8220;A&#8230;&#8230;A.....ACHOOOOOO!!!!!!!&#8221;
BIYoIvIFTAuzsJ-sGfBtQg	there is no use crying over spilled milk, unless its Chuck Norris' milk because then your gonna die
H4HxjmIuRD-KcV68CyoOMQ	Chuck Norris once pissed on an electric fence. This took down the power grid in Texas, Oklahoma, Arizona and parts of southern Utah.
o6OptkbATgyo4VV-SQgpuQ	Steel wool is harvested from Chuck Norris' crotch.
zDzmTcwJTTCuPIiqAehJMg	Chuck Norris can rob a bank with just his vocal cords.
TylvCYzaTnqAwZ731qlZVQ	One time Sylvester Stallone got into an argument with Chuck Norris over who was the best knitter. Chuck Norris roundhouse kicked him in the face. Stallone's lip hasn't been the same since.
0imTOm6-TFCnjSiurQEkHQ	Chuck Norris doesn't pedal a bike. He roundhouse-kicks one of the pedals to go a mile.
V94Atg5NT7-ZcAPmWWI86w	Jimmy Hoffa owed Chuck Norris money.
-nw3e_ierq-pnjcjp3u5da	Count from one to ten. That's how long it would take Chuck Norris to kill you...Fourty seven times.
t-fGDoDxRx6Njpy88Mi8uA	If you ever find yourself screaming Chuck Norris' name during sex, then you must send a cheque of your life savings to him and immediately commit suicide.
ud1Y20ofQfqfHvS2q8-6UQ	Brian didn't survive Chuck Norris' punch- It was only a ghost who came from undeneath the table. It's hard to tell, because Brian is already white. Gee, I wonder how that happened!
0xDGLhrnSUKxhs3gZuIAGg	Chuck Norris can count to 577 on his toes.
z6VHhgdFQDyPXlfJca_d2A	It was Chuck Norris who taught Mongo, of the "Blazing Saddles" movie fame, how to proerly light a cigar.
1TrtqPgsQ1SjrNEe94VHwA	Justin Biebers not gay, just ask his boyfriend!  Chuck Norris unrelated
5xCXDvZ1To2WkQGM3mjlPg	Casanova was a real Chuck Norris.
1l6o496MTVWKMQYDx2sydg	Chuck Norris completed COD Black opps on a broken guitar hero guitar
TGtb0NiNSC-p37WBclBMDw	Why are Jay-Z's lips so big? Chuck Norris.
HwqusB9MQcuZbfcTapSz4w	I once walked into Chuck Norris' house, he had a bear rug.It was still alive,just too afraid to get up.
5hOzJDPiRWmhyww6EpptOw	looking at Chuck Norris stare at me on this web page is scaring me
94lUlZz8QqSS1EylCaQGQQ	Chuck Norris can read the top 10 Chuck Norris facts... Without even slightly grinning.
w1ODpbIIT-qWtyNq6arA7g	All bad guys ever kicked by Chuck Norris in TV/movies immediatly died upon end of contract. Chuck Norris respects the Law.
NpKVBEZpRCOxbd7hIf_82A	Chuck Norris thinks ping-pong is a sissy game. That's why he invented Oklahoma-pong which is alot like ping-pong except it's played with a cannonball & a manhole cover.
-lIRrTwZRY2dSpSnyobA2Q	A power drill just wouldn't be... unless it had a CHUCK Norris KEY.
l8MJCQ_STZmp7zxoLWCBjA	Chuck Norris is who tells Fatcat to go to bed at 7:30 PM
nkGXiLV2SZiYZFBAblDK6g	When Super Saiyans get angry they transform into Chuck Norris.
YLh_Re6uTSOUZ7HkXLjNVQ	The Bill Of Rights was written by Chuck Norris on a used napkin and was originally called The Chuck Of Wrongs.
ebJuzTIvSfefu5xB1Or0ig	Once, Chuck Norris held a judge in contempt, while in court.
HWfT5Ar_R_2csseap4nAnw	The angel of death once had a near-Chuck Norris experience.
xiTfRJfNQbaA_-jvUtP1Lw	The atomic bomb is actually made of a contained Chuck Norris fart.
SP2lElJzQmqndBKU429IpQ	The demon in Paranormal Activity disperses powder on his door to see Chuck Norris' footprints
Atzukpp6TqezwFBPm5SfsA	The 3D Chuck Norris movie was rated RRRR because no one made it out of the theater. No one ever crosses Chuck Norris!
hRigJET1RBiUplTW2n6rpQ	Chuck Norris can burp Haiku verse in hex.
--NArcWqTCOWxWcoFa7ycg	About Chuck Norris Joke 4895... 1 CNRK is actually just tougher than 100000000000000000000000000000 angry lions.
PBod5D_CRgaH6S-bGaJA0Q	Chuck Norris' treehouse has a basement.
zsYc4kBoRUGRWhx68g2ohA	Maundy MC and Chuck norris both enjoy anal sex
V0h4AfRrQreRg36S8llNBg	When you rub Chuck Norris' testicles, he will grant you three wishes. But remember, if you're a smartass and wish for more wishes, he will promptly skin you alive.
koujbr9ms0ejs7-_mub34q	Chuck Norris knows the last digit of PI.
SXh8oSgvSSyAzPyaVoXRFw	Chuck Norris froze Medusa and bite a werewolf
Dht47af4R5-kq6-JzF-0sg	When Chuck Norris hears a Tsunami warning, he gets out his surfboard
_Sh2e-DHTh2yVAOkSXJn2g	Chuck Norris is The Stig
yghI7jeaRbq_epm1twlCKg	During the Japan Tsunami a UFO was spotted flying out of the water.Recent news report Chuck Norris piloted the object. That object was his leg.
ojw-faz_tbglq0q4sgwt8w	Chuck Norris doesn't churn butter. He roundhouse kicks the cows and the butter comes straight out.
7n-CqLwZTvK3Vs8J7Sg94A	Chuck Norris once punched Jean-Claude Van Damme in his career.
mVgp5jopTeqBihRKAyk9aQ	Chuck Norris once rode a bull for 6 hours. He then ate it raw.
dKi4dlq6SHieqfA6ZaGl0g	Question: What does LKCG stand for?  Answer: Chuck Norris
cwMFutnTRu6vpCAL1zRDnA	Chuck Norris would love to go to town on your town.
rPQGPck-QZaIpxFszuEmWA	Chuck Norris was annoyed by the noise coming from his neighbor's house. So he punched his neighbor in the throat and moved his house over four blocks.
DSNlV80mQCe3nFhBeNPpWw	When Chuck Norris dies, the world will end.
eXcx2cbzTH6YyRPLDHPPLQ	The meteor that blew up over Chelyabinsk was Chuck Norris's Valentine ejaculation to the women of Russia. It took 24 hours to get there from Lone Wolf Ranch, Texas.
cjv3azCYRXmloYdOhWc7VA	Mona Lisa was smiling that way because she knew Chuck Norris was going to sneak up behind Da Vinci and snap his neck once he finished.
Dc5jG9wcT2mbkY5RS6Q9Rw	Chuck Norris has a do called round house
xmlRTG6BRYmkiGRGd2gAdQ	In 18th century England, Chuck Norris was considered an urbane and cultured Norristocrat.
IfN3N7cXS5WDq2RHuitxBg	Chuck Norris' penis is so massive that kids lose baseballs and frisbees on it
LPilIudjQdayxTMPQJu_Mg	Terrorist once tried hijaking Chuck Norris's privat jet. Instead what happened was the world record broken for farthest boot up somebody's ass.
Tk5GzQ81RxyDoq1C0dJJXg	A grizzly bear shattered all its teeth when it bit Chuck Norris in the ass. A merciful Chuck Norris then lovingless fed the toothless grizzly 3 gallons of prueed salmon before ripping its gallbladder out through its asshole.
mvnRCqV-Q6S44_GMAAMLtw	If you ask Chuck Norris, 'what's the sound of one hand clapping?', he will promptly pimp-slap you.
TyV_UD1rSaGlopLUnfvKCQ	Many a class 5 Oklahoma tornado were started when Chuck Norris was preparing to lasso a steer.
eOW3joW5R1aO6QTnlks7BA	Odin, king of the viking gods, hung himself for 9 days and survived. Chuck Norris has made fun of him ever since for being a pussy and not going longer.
f4CnidMVS0-jK8TX8-qflg	Chuck Norris uses beef jerky as nunchucks.
-llU2p3qRmmJZBO8WIg94A	In the year 1873, the then world super power Albertania waged a war against Chuck Norris. No one has heard about Albertania ever since.
GfTqByv2R0GPvWgGxORoYw	Not only can Chuck Norris build a snowman out of rain, he can also drown a fish.
2WgPbV4LRIqHR_QkfTPsEQ	why isnt pisa straight up? i think it is Chuck Norris who....
1UmnWAGlQlu7wjDIamdMfw	Donkey Kong is Chuck Norris' dog.
aHdJbcshSTyaL-RxS1Euhw	Chuck Norris once had a staring contest with a picture of himself and won.
Zcn757b4S0-0U-yg4mPtug	One time while hunting deer, Chuck Norris made a kill shot from 300 yards. No big deal u say? his weapon of choice was a squirt gun.
yclUSwBeS4S6fLLQqep_Ag	Chuck Norris couldn't find any of BobW entries on any of the first 25 pages of the "Popular Chuck Norris Facts" listings. Hmmmmm
